time,date,Source,News_Headlines
4.12 pm,2014-07-14,Moneycontrol.com,"Banks, FIs to spend Rs 46,900 cr on IT in 2014: Gartner"
3.28 pm,2014-07-15,PTI,New York City Marathon most technologically advanced: TCS
9.10 am,2014-07-16,CNBC-TV18,Doing well to be among 3 global IT service cos: TCS
4.08 pm,2014-07-17,CNBC-TV18,Expect TCS to touch Rs 2700-2780: Amit Harchekar
4.25 pm,2014-07-18,CNBC-TV18,Avoid midcap space: Siddharth Bhamre
12.26 pm,2014-07-19,CNBC-TV18,"Pick TCS, advises Jitendra Panda"
12.18 pm,2014-07-20,CNBC-TV18,"Buy TCS, Tech Mahindra: Sudarshan Sukhani"
11.21 am,2014-07-21,CNBC-TV18,"Buy Infosys, Tech Mahindra, TCS: Sukhani"
11.06 am,2014-07-22,Moneycontrol.com,TCS wins Australian Service Excellence Award
6.20 pm,2014-07-23,CNBC-TV18,Here's how experts read Wipro's Q2FY15 earnings
11.27 am,2014-07-24,CNBC-TV18,"Buy TCS, Infosys: Sudarshan Sukhani"
4.47 pm,2014-07-25,CNBC-TV18,"Buy TCS, Infosys: Devang Mehta"
4.26 pm,2014-07-26,Moneycontrol.com,Buy TCS; target of Rs 2860: Religare Capital
6.25 pm,2014-07-27,Moneycontrol.com,TCS vs Infosys vs HCL Q2: Which co fared best?
3.44 pm,2014-07-28,CNBC-TV18,Quant Broking prefers HCL Tech & TCS from IT space
3.15 pm,2014-07-29,CNBC-TV18,TCS to hire 35000 employees by FY15-end; sees margin fall
1.07 pm,2014-07-30,CNBC-TV18,"Prefer TCS, says Amit Khurana"
12.56 pm,2014-07-31,Moneycontrol.com,Buy TCS; target of Rs 3010: Sharekhan
12.07 pm,2014-08-01,Moneycontrol.com,Lofty hopes to weigh on TCS; and why you should buy on dips
10.50 am,2014-08-02,Moneycontrol.com,Accumulate TCS; target of Rs 3000: Dolat Capital
8.50 am,2014-08-03,CNBC-TV18,Here are top 10 stocks to focus on December 15
6.28 pm,2014-08-04,CNBC-TV18,"TCS warns of weak Q3 on seasonality, pressure in BFSI biz"
7.03 pm,2014-08-05,PTI,Workforce optimisation on at TCS; hiring plans on track
9.47 am,2014-08-06,CNBC-TV18,Mkt read a lot into Infosys owners stake sale: Phillip Cap
11.34 am,2014-08-07,Moneycontrol.com,TCS recognized as Leader in Supply Chain Management BPO by Everest Group
7.02 pm,2014-08-08,PTI,"Infy focuses on small acquisitions, entering new segments"
1.58 pm,2014-08-09,CNBC-TV18,"Short TCS, target Rs 2550: Aditya Agarwal"
3.18 pm,2014-08-10,CNBC-TV18,"Stay invested in Infosys, TCS: Kunal Bothra"
3.34 pm,2014-08-11,CNBC-TV18,"Buy Infosys, says Gaurav Bissa"
1.58 pm,2014-08-12,CNBC-TV18,TCS may test Rs 2750-2760: Kunal Saraogi
8.53 am,2014-08-13,CNBC-TV18,Super Six short term bets for November 28
7.17 pm,2014-08-14,PTI,Software sector is largest creator of jobs: Narayana Murthy
10.42 am,2014-08-15,CNBC-TV18,"Prefer Cyient, Mindtree, AB Nuvo, TCS: Parag Thakkar"
10.25 am,2014-08-16,CNBC-TV18,Buy IT stocks on dips: Sudarshan Sukhani
4.26 pm,2014-08-17,CNBC-TV18,"Prefer HCL Tech, TCS, Mindtree, Hexaware: Sudarshan Sukhani"
5.06 pm,2014-08-18,CNBC-TV18,Buy Bharti Airtel on dips: Siddarth Bhamre
1.26 pm,2014-08-19,CNBC-TV18,Here's what JM Fin is recommending from IT space now
11.19 am,2014-08-20,Moneycontrol.com,TCS delivers Oracle E-Business suite solution
10.53 am,2014-08-21,CNBC-TV18,TCS NY Run: Racing to become global IT services biz topper
6.04 pm,2014-08-22,CNBC-TV18,Not in top 3 but count on us for value: TCS' Chandrasekaran
2.56 pm,2014-08-23,CNBC-TV18,"Stay invested in TCS, says Gaurav Bissa"
4.45 pm,2014-08-24,CNBC-TV18,Buy IT stocks on corrections: Ambareesh Baliga
4.45 pm,2014-08-25,CNBC-TV18,"Buy IT stocks, says Sukhani"
2.46 pm,2014-08-26,CNBC-TV18,"Buy Apollo Tyres, Bharat Forge: Sudarshan Sukhani"
4.22 pm,2014-08-27,CNBC-TV18,"Prefer KPIT Technologies, Ashoka Buildcom: Amisha Vora"
9.24 am,2014-08-28,CNBC-TV18,"Buy TCS, says Sudarshan Sukhani"
6.28 pm,2014-08-29,Moneycontrol.com,Buy TCS; target of Rs 3050: P Lilladher
9.00 am,2014-08-30,CNBC-TV18,"UBS, Goldman, JPM may drop discretionary IT spend in 2015"
8.44 am,2014-08-31,CNBC-TV18,Here are top 10 stocks to focus on December 19
8.29 am,2014-09-01,PTI,Vistara to launch operations from January 9
3.33 pm,2014-09-02,CNBC-TV18,"Sell TCS, says Kunal Saraogi"
2.01 pm,2014-09-03,CNBC-TV18,"Accumulate TCS, says Amisha Vora"
12.02 pm,2014-09-04,CNBC-TV18,"Pick Wipro, says Amit Gupta"
11.51 am,2014-09-05,CNBC-TV18,"Buy TCS, Infosys: Sudarshan Sukhani"
9.03 am,2014-09-06,CNBC-TV18,Here are top 10 stocks to keep an eye on December 17
9.52 pm,2014-09-07,CNBC-TV18,"Even after 25 years, Nasscom excited about IT story"
2.48 pm,2014-09-08,CNBC-TV18,"Buy HCL Tech, TCS; sell Coal India: Mithil Pradhan"
4.28 pm,2014-09-09,CNBC-TV18,Check out: Top chart picks by market experts
3.55 pm,2014-09-10,CNBC-TV18,"Expect lower levels in TCS, says Phani Sekhar"
12.23 pm,2014-09-11,CNBC-TV18,"TCS can drift lower, says Dipan Mehta"
9.51 pm,2014-09-12,Moneycontrol.com,TCS: Board declares third interim dividend
5.20 pm,2014-09-13,CNBC-TV18,TCS Q3 nos on expected lines; mgmt guidance key: Experts
5.02 pm,2014-09-14,Moneycontrol.com,"TCS Q3 profit rises 2.9% to Rs 5444 cr, $ revenue up 0.5%"
8.58 am,2014-09-15,Moneycontrol.com,TCS Q3 PAT seen up 6.2% at Rs 5615.1 cr: Motilal Oswal
8.56 am,2014-09-16,Moneycontrol.com,TCS Oct-Dec qtr net seen up at Rs 5358 cr: ICICIdirect
6.27 am,2014-09-17,CNBC-TV18,TCS says seeing 'tremendous' deal momentum for next year
8.08 pm,2014-09-18,Moneycontrol.com,FM holds pre-Budget meet with representatives of IT sector
5.13 pm,2014-09-19,CNBC-TV18,"TCS Q3 profit seen up 4%, FY16 outlook key: CNBC-TV18 poll"
2.58 pm,2014-09-20,CNBC-TV18,Stay away from TCS: Kunal Saraogi
9.02 am,2014-09-21,CNBC-TV18,Here are top 10 stocks to keep an eye on January 14
11.11 am,2014-09-22,CNBC-TV18,"Short TCS, says Siddarth Bhamre"
9.23 am,2014-09-23,CNBC-TV18,"Buy TCS, says Sudarshan Sukhani"
5.41 pm,2014-09-24,CNBC-TV18,Infosys far behind ind growth; TCS to deliver: Phillip Cap
9.27 pm,2014-09-25,CNBC-TV18,"Nothing unusual has happened at TCS, says Nascom"
10.20 pm,2014-09-26,Moneycontrol.com,"TCS Q3 results on Jan 15, 2015"
3.15 pm,2014-09-27,PTI,'IT svcs firms to remain on strong growth path this year'
1.04 pm,2014-09-28,Moneycontrol.com,Begin New Year with these 10 best blue-chip stocks: Karvy
2.50 pm,2014-09-29,CNBC-TV18,"Prefer IT stocks, says Gaurang Shah"
11.19 am,2014-09-30,CNBC-TV18,"Go long in TCS, says Amit Gupta"
12.06 pm,2014-10-01,CNBC-TV18,"Buy TCS, says Sudarshan Sukhani"
11.11 am,2014-10-02,CNBC-TV18,Look at frontline IT companies: Deven Choksey
8.54 am,2014-10-03,CNBC-TV18,"HCL Tech Q2 nos stellar, but no price upgrades yet: Quant"
3.29 pm,2014-10-04,CNBC-TV18,"Buy ACC, TVS Motor, TCS: Sudarshan Sukhani"
3.11 pm,2014-10-05,CNBC-TV18,"Buy Godrej Ind, PTC India, Wipro: Gaurav Bissa"
12.38 pm,2014-10-06,CNBC-TV18,Most buzzing stocks to trade on January 27
4.33 pm,2014-10-07,PTI,"Persistent bullish on growth; to hire 1,500 next fiscal"
11.03 am,2014-10-08,CNBC-TV18,Amit Trivedi suggets call ladder in TCS
7.23 am,2014-10-09,PTI,TCS wins multi-year IT services deal from Virgin Atlantic
3.53 pm,2014-10-10,Moneycontrol.com,Virgin Atlantic Airways selects TCS to support digital transformation programme
3.46 pm,2014-10-11,CNBC-TV18,"Amit Harchekar negative on TCS, HCL Tech"
2.24 pm,2014-10-12,Moneycontrol.com,Accumulate TCS; target of Rs 2833: Angel Broking
1.47 pm,2014-10-13,CNBC-TV18,"Infosys, TCS, Wipro top picks: Dhananjay Sinha"
1.16 pm,2014-10-14,Moneycontrol.com,TCS fixes record date for third interim dividend
2.00 pm,2014-10-15,CNBC-TV18,"Expect upside in TCS, says Gaurav Bissa"
12.50 pm,2014-10-16,Moneycontrol.com,TCS falls 2%: Why are analysts still bullish post mute Q3?
10.29 am,2014-10-17,CNBC-TV18,Deven Choksey positive on frontline IT space
9.45 am,2014-10-18,CNBC-TV18,Things looking better; early to discuss client spends: TCS
9.24 am,2014-10-19,CNBC-TV18,Here are top 10 stocks to focus on January 16
8.00 am,2014-10-20,CNBC-TV18,Retail biz should fare well in Q4; eye strong FY16: TCS
7.24 pm,2014-10-21,Moneycontrol.com,"Budget 2015-16: Short-term impact of service tax concern, says TCS MD"
4.42 pm,2014-10-22,CNBC-TV18,"Prefer ITC, HUL: Rahul Mohindar"
3.00 pm,2014-10-23,CNBC-TV18,"Buy BPCL, TCS, Colgate: Gaurav Bissa"
2.47 pm,2014-10-24,CNBC-TV18,"Buy TCS, Indiabulls Real Estate: Yogesh Mehta"
7.18 pm,2014-10-25,PTI,"At $8.7 bn, brand TCS grows fastest among global IT firms"
12.57 pm,2014-10-26,CNBC-TV18,Go long in TCS 2650 Call: Gaurav Bissa
3.11 pm,2014-10-27,CNBC-TV18,"Buy TCS, Hindustan Unilever, Biocon: Sudarshan Sukhani"
11.20 am,2014-10-28,CNBC-TV18,"Buy TCS 2600 Call, may rise by Rs 78-80: Amit Gupta"
9.26 pm,2014-10-29,PTI,"Eye 2500 cr rev from defence, aerospace in FY15: Tatas"
4.29 pm,2014-10-30,CNBC-TV18,Siddharth Bhamre positive on Reliance Industries
5.43 pm,2014-10-31,CNBC-TV18,"TCS looks attractive, says Sudarshan Sukhani"
5.37 pm,2014-11-01,CNBC-TV18,"Pick TCS, says Phani Sekhar"
1.13 pm,2014-11-02,PTI,TCS to stick to hiring target from campuses for FY16: CEO
10.52 am,2014-11-03,Moneycontrol.com,Singapore Airlines and TCS introduce mobile solution for cabin crew
9.46 am,2014-11-04,CNBC-TV18,To beat Nasscom FY16 target; seeing broad-based growth: TCS
5.13 pm,2014-11-05,CNBC-TV18,"Hold Wipro, Infosys: Mehraboon Irani"
4.08 pm,2014-11-06,CNBC-TV18,"Hold TCS, says Nooresh Merani"
9.59 pm,2014-11-07,CNBC-TV18,IT srvs may see 10-12% growth in FY16: Offshore Insights
4.36 pm,2014-11-08,CNBC-TV18,Look at IT companies: Mayuresh Joshi
2.55 pm,2014-11-09,CNBC-TV18,"After juice foray, will enter tea, coffee, dairy biz: ITC"
1.17 pm,2014-11-10,PTI,"Wipro, HCL in race for Sebi fraud detection system upgrade"
6.34 pm,2014-11-11,CNBC-TV18,"Hold Cadila, Torrent Pharma, Infosys, TCS: Rajesh Kothari"
3.16 pm,2014-11-12,Moneycontrol.com,TCS expands Singapore operations
1.25 pm,2014-11-13,CNBC-TV18,"Prefer Tech Mahindra, TCS, HCL Tech, KPIT: Vibhor Singhal"
4.41 pm,2014-11-14,CNBC-TV18,Prefer Tech Mahindra and HCL Tech: Sudarshan Sukhani
2.54 pm,2014-11-15,Moneycontrol.com,Large & mid-cap stocks to keep an eye on: P Lilladher
11.00 am,2014-11-16,PTI,Wipro hires ex-TCS veteran Neemuchwala as Group Prez & COO
1.26 pm,2014-11-17,CNBC-TV18,Improvement in margins to continue: NIIT Technologies
3.16 pm,2014-11-18,Moneycontrol.com,Buy TCS; target of Rs 3100: P Lilladher
3.15 pm,2014-11-19,Moneycontrol.com,Buy TCS; target of Rs 3000: ICICIdirect
2.46 pm,2014-11-20,CNBC-TV18,Dipan Mehta positive on IT space in long term
11.35 am,2014-11-21,Moneycontrol.com,"Brokerages downgrade TCS, wary of Q4 growth; stock falls 3%"
8.55 am,2014-11-22,CNBC-TV18,Here are top 10 stocks to keep an eye on March 9
9.21 pm,2014-11-23,CNBC-TV18,"Challenges galore! Infy, TCS revenues won't jump in Q4"
4.23 pm,2014-11-24,CNBC-TV18,"Prefer pharma, IT stocks: Sudarshan Sukhani"
10.15 am,2014-11-25,PTI,TCS launches beat solution for automation in underwriting
9.43 am,2014-11-26,CNBC-TV18,"Buy TCS 2750 Call, Hexaware 280 Call: VK Sharma"
4.54 pm,2014-11-27,CNBC-TV18,"See upside in TCS, Infosys: Mayuresh Joshi"
9.13 am,2014-11-28,PTI,Keen to partner govt on IT projects: Nasscom
2.38 pm,2014-11-29,Moneycontrol.com,Budget impact: Top 20 stocks to buy post FM's proposals
4.39 pm,2014-11-30,CNBC-TV18,Look at TCS: Nipun Mehta
11.30 am,2014-12-01,CNBC-TV18,Top IT stocks will continue uptrend: Sandeep Shenoy
9.34 pm,2014-12-02,PTI,Rising $ to pull global IT spends down 1.3% in '15: Gartner
9.42 pm,2014-12-03,Moneycontrol.com,"TCS FY15 results on April 16, 2015"
3.11 pm,2014-12-04,CNBC-TV18,Go long in TCS; short SBI: Rahul Mohindar
3.25 pm,2014-12-05,CNBC-TV18,"Buy Asian Paints, Indraprastha Gas, TCS: Gaurav Bissa"
1.00 pm,2014-12-06,PTI,Wipro expands core strategy think tank
4.16 pm,2014-12-07,PTI,TCS to announce Q4 results on Apr 16; Infy to follow
2.00 pm,2014-12-08,CNBC-TV18,"?See robust growth in Q4 for HCL Tech, TCS : Kotak"
5.09 pm,2014-12-09,CNBC-TV18,"Prefer Axis Bank, TCS: Mayuresh Joshi"
2.18 pm,2014-12-10,CNBC-TV18,Dipan Mehta cautious on software companies
8.46 am,2014-12-11,Moneycontrol.com,"TCS' court convened meeting of equity shareholders on April 28, 2015"
4.42 pm,2014-12-12,CNBC-TV18,Prefer IT space: Mehraboon Irani
11.07 am,2014-12-13,PTI,TCS launches smartphone app for analytics on UK polls
4.55 pm,2014-12-14,CNBC-TV18,"Look at TCS, Wipro, Infosys: Mayuresh Joshi"
4.31 pm,2014-12-15,CNBC-TV18,"Prefer Infosys, TCS: Rahul Mohindar"
2.37 pm,2014-12-16,CNBC-TV18,"Buy TCS, target Rs 2700: Gaurav Bissa"
10.14 am,2014-12-17,CNBC-TV18,Buy TCS: Sudarshan Sukhani
3.26 pm,2014-12-18,CNBC-TV18,"Buy TCS, HDFC: Rahul Mohindar"
1.17 pm,2014-12-19,CNBC-TV18,Currency will pose headwinds for IT cos: Nasscom
11.06 am,2014-12-20,CNBC-TV18,Short TCS; support at Rs 2380-2410: Thukral
3.23 pm,2014-12-21,CNBC-TV18,"Stay invested in TCS, says Gaurang Shah"
2.00 pm,2014-12-22,CNBC-TV18,Buy TCS at lower levels: Mayuresh Joshi
10.45 am,2014-12-23,CNBC-TV18,Gautam Chhaochharia underweight in IT space
9.32 am,2014-12-24,CNBC-TV18,Here are top 10 stocks to focus on April 17
9.02 am,2014-12-25,CNBC-TV18,Client ecosystem fairly strong; aim to lower attrition: TCS
8.05 am,2014-12-26,CNBC-TV18,"Q4 miss on poor macro, weak demand; bullish digital biz:TCS"
5.00 pm,2014-12-27,Moneycontrol.com,"TCS Q4 rev falls 0.8%, adj net beats; full-yr growth at 15%"
5.00 pm,2014-12-28,PTI,TCS announces one-time bonus worth Rs 2628 cr for employees
3.48 pm,2014-12-29,CNBC-TV18,TCS Q4 nos to be inline with management guidance: Kotak Ins
3.14 pm,2014-12-30,CNBC-TV18,"Stay invested in TCS, says Hemen Kapadia"
12.02 pm,2014-12-31,CNBC-TV18,"TCS may outperform, target Rs 3000 in 1 year: Hitesh Shah"
11.21 am,2015-01-01,CNBC-TV18,Buy frontline IT stocks: TS Harihar
10.38 am,2015-01-02,CNBC-TV18,TCS likely to deliver flat $ revenue growth in Q4: IDFC
9.19 am,2015-01-03,Moneycontrol.com,TCS Q4 net may rise to Rs 5483.6 cr: Motilal Oswal
9.16 am,2015-01-04,Moneycontrol.com,TCS Q4 PAT seen down at Rs 5396.4 cr: ICICIdirect
7.00 pm,2015-01-05,Moneycontrol.com,TCS Q4 revenue seen flat at $3.94bn; margin hit likely
4.47 pm,2015-01-06,CNBC-TV18,Kunj Bansal positive on IT
1.51 pm,2015-01-07,CNBC-TV18,"Gaurav Mehta positive on TCS, advises buying on dips"
2.01 pm,2015-01-08,CNBC-TV18,Enter bluechip IT companies with 3-4 yrs view: Dipan Mehta
9.41 pm,2015-01-09,CNBC-TV18,See margins in 19-20% range on non-GAAP basis: Cognizant
4.40 pm,2015-01-10,CNBC-TV18,"Buy TCS, Infosys on correction: Ambareesh Baliga"
9.45 am,2015-01-11,CNBC-TV18,"IT space to remain weak, says Sudarshan Sukhani"
2.03 pm,2015-01-12,CNBC-TV18,"Buy TCS 2450 Put, says Chandan Taparia"
4.04 pm,2015-01-13,CNBC-TV18,N Chandra: Creator of wealth & value for the house of Tatas
2.08 pm,2015-01-14,CNBC-TV18,"Sell Tata Consultancy Services, says Manish Hathiramani"
11.32 am,2015-01-15,CNBC-TV18,"Add TCS, Infosys in portfolio: Harendra Kumar"
10.20 am,2015-01-16,CNBC-TV18,Why you should look past Infosys' Q4 stumble
4.54 pm,2015-01-17,CNBC-TV18,Remain underweight in IT sector: Dipan Mehta
4.41 pm,2015-01-18,CNBC-TV18,"Buy TCS, Wipro: Devang Mehta"
3.39 pm,2015-01-19,CNBC-TV18,"Look at IT, pharma, cement space: Lalit Nambiar"
10.30 am,2015-01-20,CNBC-TV18,"Buy TCS, Wipro, Infosys on dips: Parag Thakkar"
10.25 am,2015-01-21,CNBC-TV18,"Buy IT stocks on dips, says Parag Thakkar"
5.54 pm,2015-01-22,CNBC-TV18,"Topline disappointing, margin only  in Wipro Q4: Angel"
4.44 pm,2015-01-23,CNBC-TV18,"Prefer IT, pharma space: Ajay Bagga"
2.56 pm,2015-01-24,CNBC-TV18,"Short TCS, Federal Bank; buy Tata Steel: Amit Harchekar"
10.51 am,2015-01-25,CNBC-TV18,"Negative on TCS, HCL Tech; positive on Infosys: Bhamre"
9.43 am,2015-01-26,Firstpost.com,"By thinking small & smart, TCS should eye top spot globally"
5.04 pm,2015-01-27,CNBC-TV18,HCL Tech Q3 profit seen down 6.16% at Rs 1797 cr: Poll
11.30 am,2015-01-28,CNBC-TV18,"Prefer IT stocks on dips, says Ajay Srivastava"
3.16 pm,2015-01-29,CNBC-TV18,"Buy TCS, Bharti Airtel, YES Bank: Sudarshan Sukhani"
1.09 pm,2015-01-30,CNBC-TV18,R Sreesankar overweight on IT space
10.49 am,2015-01-31,CNBC-TV18,"Buy TCS 2500 Call, sell 2600 Call: Amit Trivedi"
11.55 am,2015-02-01,CNBC-TV18,"Infosys, TCS top picks: Sandeep Bhatia"
10.10 pm,2015-02-02,Moneycontrol.com,Aim to beat NASSCOM's 12-14% industry growth forecast: TCS
4.18 pm,2015-02-03,CNBC-TV18,"Buy TCS, Infosys: Sudarshan Sukhani"
3.10 pm,2015-02-04,PTI,HDFC makes to world's top-10 list of consumer finance firms
11.29 am,2015-02-05,CNBC-TV18,"Nimesh Shah overweight on IT, private banks"
3.27 pm,2015-02-06,CNBC-TV18,"Hold SKS Microfinance, prefer ICICI Bank: Gaurang Shah"
2.10 pm,2015-02-07,CNBC-TV18,Go long in TCS: Amit Harchekar
11.16 am,2015-02-08,CNBC-TV18,"Buy TCS 2550 Call, says VK Sharma"
11.07 am,2015-02-09,CNBC-TV18,"Add IT stocks in portfolio, says Deven Choksey"
4.07 pm,2015-02-10,CNBC-TV18,"Prefer largecap IT, pharma stocks: Devang Mehta"
2.17 pm,2015-02-11,CNBC-TV18,Top buzzing midcap stocks to trade on May 7
4.58 pm,2015-02-12,CNBC-TV18,"Buy ICICI Bank, IDFC: Sudip Bandopadhyay"
4.22 pm,2015-02-13,CNBC-TV18,"Prefer IT, pharma, private banks: Ajay Bagga"
3.52 pm,2015-02-14,CNBC-TV18,"Stay with TCS, Infosys, Sun Pharma: Parag Thakkar"
12.36 pm,2015-02-15,CNBC-TV18,"Infosys, TCS top picks: R Sreesankar"
11.42 am,2015-02-16,CNBC-TV18,Look at IT space: Taher Badshah
10.40 am,2015-02-17,CNBC-TV18,IT cos likely to grow in low double digits: Mohandas Pai
4.26 pm,2015-02-18,CNBC-TV18,"Prefer Infosys, TCS, Axis Bank, HDFC Bank: Gaurang Shah"
3.40 pm,2015-02-19,CNBC-TV18,"See no dramatic impact of H1-B probe on TCS, Infosys: Angel"
12.34 pm,2015-02-20,PTI,"US opens probe against TCS, Infosys for H1-B visa violation"
7.01 pm,2015-02-21,PTI,TCS launches product for American banks
3.19 pm,2015-02-22,Moneycontrol.com,"Tata Consultancy Services' AGM on June 30, 2015"
6.04 pm,2015-02-23,PTI,TCS CEO N Chandrasekaran's salary up 14% to Rs 21.2 cr
3.40 pm,2015-02-24,CNBC-TV18,TCS may dip to Rs 2500: Pritesh Mehta
3.20 pm,2015-02-25,CNBC-TV18,"Buy TCS, Lupin, sell Bharat Forge: Gaurav Bissa"
4.09 pm,2015-02-26,CNBC-TV18,"Prefer FMCG, pharma , IT: Hemindra Hazari"
2.45 pm,2015-02-27,CNBC-TV18,"Buy Voltas, TCS, Siemens: Gaurav Bissa"
7.03 pm,2015-02-28,PTI,Wipro hikes employee wages by 7%
4.56 pm,2015-03-01,CNBC-TV18,"Look at IT, FMCG space: Ajay Bagga"
4.26 pm,2015-03-02,CNBC-TV18,"Look at pharma, IT, FMCG space: Dipan Mehta"
2.47 pm,2015-03-03,CNBC-TV18,"Buy ACC 1450 Put, TCS 2600 Call: Bhavin Desai"
11.03 am,2015-03-04,CNBC-TV18,"Go long in TCS, Infosys, Wipro, Tech Mahindra: Sukhani"
4.09 pm,2015-03-05,CNBC-TV18,Buy IT stocks: Parag Thakkar
4.29 pm,2015-03-06,CNBC-TV18,Ambareesh Baliga cautious on IT space
4.28 pm,2015-03-07,Moneycontrol.com,TCS partners with The Royal College of Art to establish UK Design Innovation Lab
3.53 pm,2015-03-08,CNBC-TV18,"Sell TCS on rise, says Siddarth Bhamre"
10.40 am,2015-03-09,CNBC-TV18,"Ajay Bagga bullish on IT, pharma"
9.18 pm,2015-03-10,Moneycontrol.com,"TCS Q1 results on July 09, 2015"
8.18 pm,2015-03-11,Moneycontrol.com,TCS will continue to revolutionise India digitally: Tata
5.12 pm,2015-03-12,CNBC-TV18,"Bullish on largecap IT, buy TCS: Sudip Bandopadhyay"
1.14 pm,2015-03-13,CNBC-TV18,"Sell Infosys, prefer TCS: Mukul Garg"
12.21 pm,2015-03-14,CNBC-TV18,Sandip Sabharwal negative on IT sector
7.59 am,2015-03-15,PTI,"TCS to hire 60,000 employees this fiscal, says Cyrus Mistry"
9.28 pm,2015-03-16,PTI,TCS to train 1 lakh employees in digital space
4.48 pm,2015-03-17,CNBC-TV18,"Buy TCS, says Devang Mehta"
10.42 am,2015-03-18,CNBC-TV18,"Buy TCS, target Rs 2640: Rahul Mohindar"
2.33 pm,2015-03-19,CNBC-TV18,"IT space looks positive, says Jai Bala"
11.42 am,2015-03-20,CNBC-TV18,Accumulate frontline IT stocks on dips: Deven Choksey
3.16 pm,2015-03-21,CNBC-TV18,Go long in HCL Tech: TS Harihar
8.53 pm,2015-03-22,CNBC-TV18,Stable cotton prices will aid exports: Indo Count Ind
8.33 pm,2015-03-23,CNBC-TV18,Indian IT cos fully compliant with US visa norms: Nasscom
6.21 pm,2015-03-24,PTI,TCS opens special centre dedicated to R&D; in Hyderabad
2.10 pm,2015-03-25,CNBC-TV18,"Prefer Infosys, Persistent Systems: R Sreesankar"
5.27 pm,2015-03-26,CNBC-TV18,"Prefer Infosys, HCL Technologies, TCS: Mayuresh Joshi"
2.30 pm,2015-03-27,CNBC-TV18,"TCS looks attractive, says Hemant Thukral"
8.25 am,2015-03-28,PTI,"TCS, Infosys visa issue: Govt to intervene when required"
7.36 pm,2015-03-29,PTI,Attempt to draw Indian IT negatively: Nasscom on visa row
9.07 am,2015-03-30,CNBC-TV18,Confident of achieving better than industry growth: TCS CFO
8.36 am,2015-03-31,CNBC-TV18,Q1 soft on EM biz but confident of strong Q2: TCS CEO 
4.51 pm,2015-04-01,Moneycontrol.com,"TCS Q1 net falls 3.3% but beats forecast, $ revenue up 3.5%"
3.33 pm,2015-04-02,CNBC-TV18,Buy TCS at lower levels: Sharmila Joshi
3.21 pm,2015-04-03,Moneycontrol.com,TCS Apr-June qtr PAT may fall 17% at Rs 5370.6cr: Emkay
3.21 pm,2015-04-04,Moneycontrol.com,TCS Q1 net seen up 37.6% at Rs 5307.1 cr: IndiaNivesh Sec
11.00 am,2015-04-05,CNBC-TV18,"Improved Q1FY16 nos from cap goods, pvt bks seen: Edelweiss"
10.26 am,2015-04-06,CNBC-TV18,Eye $ growth of 3.3% for TCS in Q1; prefer Infosys: Elara
5.59 pm,2015-04-07,CNBC-TV18,"TCS Q1 profit seen down 7.5%, $ revenue may rise 4.2%: Poll"
4.12 pm,2015-04-08,CNBC-TV18,"Prefer private banks, IT stocks on declines: Phani Sekhar"
10.36 am,2015-04-09,Reuters,India IT outsourcing firms seek booster shot from Obamacare
6.01 pm,2015-04-10,PTI,TCS' R&D; spending dips marginally to Rs 909 cr in 2014-15
9.39 am,2015-04-11,Moneycontrol.com,Q1FY16 curtain raiser: Dollar revenue to pinch IT cos again
5.30 pm,2015-04-12,CNBC-TV18,"Buy TCS, advises Sudarshan Sukhani"
2.46 pm,2015-04-13,CNBC-TV18,"Buy Hero Moto, TCS, Godrej Industries: Sudarshan Sukhani"
1.22 pm,2015-04-14,CNBC-TV18,Dipan Mehta negative on IT space
3.36 pm,2015-04-15,CNBC-TV18,"Positive on TCS, Infosys, HCL Tech, Tech Mahindra: Shah"
12.37 pm,2015-04-16,CNBC-TV18,Devang Mehta cautious on IT space
